id,category,category_rank,keyword,search_type,monthly_lower,monthly_upper,blog_documents,recent_posts,recent_posts_note,opportunity,persistence,home_fit,priority,overall_rank,search_source,live_pc_monthly,live_mobile_monthly,live_competition,live_depth,live_checked_at
K0493,여행,93,온라인여권사진,세부 검색어,330,330,4594,406,수집결과 내 집계,37.16241275045678,87.95334196689107,50.0,54.96720896529571,864,네이버 검색광고 API,90,240,높음,10,2026-09-12T08:34:49+09:00
K0494,여행,94,환전수수료우대,세부 검색어,340,340,5815,261,수집결과 내 집계,32.649626958400695,82.02013987806379,75.0,55.93085544261948,855,네이버 검색광고 API,80,260,높음,9,2026-09-12T08:34:49+09:00
K0495,여행,95,해외로밍요금제,세부 검색어,310,310,2789,48,수집결과 내 집계,40.06546832949385,,75.0,,,네이버 검색광고 API,60,250,높음,7,2026-09-12T08:34:49+09:00
K0496,여행,96,일본로밍가격,세부 검색어,280,280,1006,37,수집결과 내 집계,52.0226459781264,89.92143335866179,50.0,62.98775299666173,719,네이버 검색광고 API,50,230,높음,10,2026-09-12T08:34:49+09:00
K0497,여행,97,여행자보험청구기간,세부 검색어,280,280,177,8,수집결과 내 집계,67.57492695249408,87.32811688650267,75.0,74.98589854219784,420,네이버 검색광고 API,50,230,높음,3,2026-09-12T08:34:49+09:00
K0498,여행,98,기내반입화장품,세부 검색어,230,230,1040,80,수집결과 내 집계,49.120957193605776,81.35565558356507,50.0,58.96717527187241,810,네이버 검색광고 API,20,210,중간,2,2026-09-12T08:34:49+09:00
K0499,여행,99,여권발급하는곳,세부 검색어,250,250,2471,33,수집결과 내 집계,37.91567378706715,83.04020234660935,62.5,56.36989759751638,849,네이버 검색광고 API,30,220,높음,3,2026-09-12T08:34:49+09:00
K0500,여행,100,기내반입금지물품,세부 검색어,160,160,3167,92,수집결과 내 집계,31.461521304675845,76.039127533249,50.0,48.542498912312624,940,네이버 검색광고 API,20,140,낮음,0,2026-09-12T08:34:49+09:00
K0501,자동차·IT·테크,1,자동차검사,도구·신청 혼합형,51900,51900,94509,978,이상(하한),88.66345330506888,90.98828876928118,50.0,81.6282132833188,192,네이버 검색광고 API,17200,34700,높음,10,2026-09-12T08:34:49+09:00
K0502,자동차·IT·테크,2,자동차검사예약,도구·신청 혼합형,43900,43900,17093,670,수집결과 내 집계,95.38390077355403,95.06826681170102,50.0,86.21243043028733,69,네이버 검색광고 API,12900,31000,높음,10,2026-09-12T08:34:49+09:00
K0503,자동차·IT·테크,3,엔진오일교환주기,세부 검색어,27960,27960,35403,894,수집결과 내 집계,90.15953538453647,91.08849790043307,75.0,87.40631706239816,46,네이버 검색광고 API,3760,24200,높음,10,2026-09-12T08:34:49+09:00
K0504,자동차·IT·테크,4,아이폰배터리교체,세부 검색어,27330,27330,20325,609,수집결과 내 집계,92.47958978237571,88.55576545074594,62.5,85.30652452641164,87,네이버 검색광고 API,3430,23900,높음,10,2026-09-12T08:34:49+09:00
K0505,자동차·IT·테크,5,자동차정기검사,도구·신청 혼합형,19820,19820,29343,977,수집결과 내 집계,86.06707254503884,92.42015341516935,50.0,80.75958229707022,225,네이버 검색광고 API,5220,14600,중간,3,2026-09-12T08:34:49+09:00
K0506,자동차·IT·테크,6,타이어교체주기,세부 검색어,18800,18800,8560,369,수집결과 내 집계,90.49064984144613,96.09938989474534,75.0,89.07514188914666,28,네이버 검색광고 API,2700,16100,높음,10,2026-09-12T08:34:49+09:00
K0507,자동차·IT·테크,7,아이폰배터리교체비용,세부 검색어,20170,20170,3005,67,수집결과 내 집계,90.49064984144613,90.528590886487,75.0,87.40390218666916,47,네이버 검색광고 API,2870,17300,높음,10,2026-09-12T08:34:49+09:00
K0508,자동차·IT·테크,8,전기차충전요금,세부 검색어,17360,17360,7990,599,수집결과 내 집계,89.94241294530171,97.08573475468071,75.0,89.09692689905506,27,네이버 검색광고 API,3560,13800,높음,10,2026-09-12T08:34:49+09:00
K0509,자동차·IT·테크,9,자동차경고등,세부 검색어,15900,15900,43078,989,이상(하한),76.86317367743113,88.97407281345633,50.0,75.12380868275247,414,네이버 검색광고 API,900,15000,높음,7,2026-09-12T08:34:49+09:00
K0510,자동차·IT·테크,10,엔진오일교환비용,세부 검색어,14890,14890,12133,302,수집결과 내 집계,89.19272211688127,93.16771805513936,75.0,87.54667647498245,45,네이버 검색광고 API,1590,13300,높음,10,2026-09-12T08:34:49+09:00
K0511,자동차·IT·테크,11,자동차검사비용,세부 검색어,13030,13030,6778,337,수집결과 내 집계,88.48125828418524,90.85925703967385,75.0,86.49840625399477,63,네이버 검색광고 API,2130,10900,높음,10,2026-09-12T08:34:49+09:00
K0512,자동차·IT·테크,12,엔진오일교환,세부 검색어,13080,13080,717827,955,이상(하한),41.48844315984239,90.26962930606058,50.0,57.82511037173937,828,네이버 검색광고 API,1680,11400,높음,10,2026-09-12T08:34:49+09:00
K0513,자동차·IT·테크,13,타이어교체,세부 검색어,12380,12380,540334,922,이상(하한),43.61092577127884,90.68117710869531,62.5,61.50981601824802,747,네이버 검색광고 API,2380,10000,높음,10,2026-09-12T08:34:49+09:00
K0514,자동차·IT·테크,14,자동차배터리교체,세부 검색어,11070,11070,157191,968,이상(하한),54.04724738198583,94.85565192129714,62.5,67.98031926738206,593,네이버 검색광고 API,1070,10000,높음,10,2026-09-12T08:34:49+09:00
K0515,자동차·IT·테크,15,자동차검사과태료,세부 검색어,9850,9850,5912,442,수집결과 내 집계,86.79446482491183,89.5642125812536,50.0,80.266496186832,239,네이버 검색광고 API,1580,8270,높음,3,2026-09-12T08:34:49+09:00
K0516,자동차·IT·테크,16,자동차정기검사조회,도구·신청 혼합형,9450,9450,1289,171,수집결과 내 집계,86.4924231440202,97.8496309566938,50.0,82.60110085901823,156,네이버 검색광고 API,2910,6540,높음,10,2026-09-12T08:34:49+09:00
K0517,자동차·IT·테크,17,자동차종합검사,도구·신청 혼합형,9240,9240,22054,526,수집결과 내 집계,75.7815514532358,88.4714862329216,50.0,74.43222159649439,438,네이버 검색광고 API,2240,7000,높음,10,2026-09-12T08:34:49+09:00
K0518,자동차·IT·테크,18,자동차검사기간,세부 검색어,8710,8710,8948,588,수집결과 내 집계,85.60363392534987,96.29932364755334,75.0,86.69161405694094,61,네이버 검색광고 API,1680,7030,높음,7,2026-09-12T08:34:49+09:00
K0519,자동차·IT·테크,19,전기차충전,세부 검색어,7960,7960,114296,918,이상(하한),52.87768926884796,96.26539508075847,50.0,65.31846315865153,662,네이버 검색광고 API,2000,5960,높음,10,2026-09-12T08:34:49+09:00
K0520,자동차·IT·테크,20,아이폰액정수리비용,세부 검색어,6760,6760,15783,194,수집결과 내 집계,73.87150948539335,88.92047976428168,75.0,78.61189867198118,297,네이버 검색광고 API,650,6110,높음,10,2026-09-12T08:34:49+09:00
K0521,자동차·IT·테크,21,엔진오일교체,세부 검색어,5840,5840,188649,983,이상(하한),43.061003947780755,89.72632414949615,62.5,60.948399218739226,762,네이버 검색광고 API,1040,4800,높음,10,2026-09-12T08:34:49+09:00
K0522,자동차·IT·테크,22,자동차검사조회,도구·신청 혼합형,6050,6050,2566,300,수집결과 내 집계,83.96010036441945,86.01683819170083,50.0,77.78510163971997,326,네이버 검색광고 API,2170,3880,높음,10,2026-09-12T08:34:49+09:00
K0523,자동차·IT·테크,23,자동차종합검사비용,세부 검색어,6060,6060,1955,81,수집결과 내 집계,83.90442921089559,91.60031792146245,75.0,84.43230998188653,111,네이버 검색광고 API,1160,4900,높음,10,2026-09-12T08:34:49+09:00
K0524,자동차·IT·테크,24,엔진오일가격,세부 검색어,5940,5940,25516,701,수집결과 내 집계,65.5746396777403,96.85533057483897,50.0,71.84391901132184,503,네이버 검색광고 API,750,5190,높음,10,2026-09-12T08:34:49+09:00
K0525,자동차·IT·테크,25,전기차충전방법,세부 검색어,5660,5660,5515,333,수집결과 내 집계,83.53884150312487,97.87047312225106,75.0,86.13056268823775,70,네이버 검색광고 API,960,4700,높음,10,2026-09-12T08:34:49+09:00
K0526,자동차·IT·테크,26,자동차배터리수명,세부 검색어,5830,5830,7902,195,수집결과 내 집계,79.05027067886499,87.89867990200509,75.0,80.89473931003403,221,네이버 검색광고 API,700,5130,높음,10,2026-09-12T08:34:49+09:00
K0527,자동차·IT·테크,27,타이어교체비용,세부 검색어,5520,5520,14192,445,수집결과 내 집계,71.21720403290821,91.34491627822894,75.0,78.01207689992279,316,네이버 검색광고 API,740,4780,높음,10,2026-09-12T08:34:49+09:00
K0528,자동차·IT·테크,28,자동차에어컨필터교체,세부 검색어,4610,4610,10462,389,수집결과 내 집계,73.81411610973254,96.62375017584488,62.5,78.39418310761974,303,네이버 검색광고 API,430,4180,높음,10,2026-09-12T08:34:49+09:00
K0529,자동차·IT·테크,29,타이어종류,세부 검색어,4720,4720,15212,207,수집결과 내 집계,67.77488882222829,91.2572778164492,62.5,73.76462775604891,461,네이버 검색광고 API,630,4090,높음,10,2026-09-12T08:34:49+09:00
K0530,자동차·IT·테크,30,자동차밧데리교체,세부 검색어,4930,4930,122803,842,수집결과 내 집계,42.9140888294079,97.02593322820533,62.5,63.06482438316555,717,네이버 검색광고 API,370,4560,높음,10,2026-09-12T08:34:49+09:00
K0531,자동차·IT·테크,31,자동차정기검사비용,세부 검색어,4590,4590,2517,154,수집결과 내 집계,82.30371824778652,89.86992467102226,75.0,83.11283652519994,140,네이버 검색광고 API,950,3640,높음,7,2026-09-12T08:34:49+09:00
K0532,자동차·IT·테크,32,전기차충전시간,세부 검색어,4340,4340,5938,296,수집결과 내 집계,78.35468759333143,97.75423961650381,75.0,83.50361568161685,128,네이버 검색광고 API,600,3740,높음,10,2026-09-12T08:34:49+09:00
K0533,자동차·IT·테크,33,가정용전기차충전기설치,세부 검색어,4180,4180,2320,233,수집결과 내 집계,82.05249639435694,95.19987037132084,50.0,79.58620930857472,263,네이버 검색광고 API,920,3260,높음,10,2026-09-12T08:34:49+09:00
K0534,자동차·IT·테크,34,타이어교체시기,세부 검색어,4170,4170,28270,894,수집결과 내 집계,58.000152045386145,85.38384864895878,62.5,67.1152306173807,619,네이버 검색광고 API,660,3510,높음,10,2026-09-12T08:34:49+09:00
K0535,자동차·IT·테크,35,배터리교체,세부 검색어,4240,4240,566637,886,이상(하한),29.03961767357835,92.44496017455997,62.5,54.75329688915716,869,네이버 검색광고 API,430,3810,높음,8,2026-09-12T08:34:49+09:00
K0536,자동차·IT·테크,36,타이어위치교환비용,세부 검색어,4230,4230,431,31,수집결과 내 집계,81.77642852199406,89.7897519191882,75.0,82.8251398367535,151,네이버 검색광고 API,660,3570,높음,10,2026-09-12T08:34:49+09:00
K0537,자동차·IT·테크,37,타이어위치교환주기,세부 검색어,4110,4110,671,41,수집결과 내 집계,81.77642852199406,96.93381998890825,75.0,84.9683602576695,95,네이버 검색광고 API,590,3520,높음,7,2026-09-12T08:34:49+09:00
K0538,자동차·IT·테크,38,아이폰13미니배터리교체,세부 검색어,3800,3800,1107,55,수집결과 내 집계,81.34321707253419,97.72580730987707,62.5,82.48935072923021,161,네이버 검색광고 API,640,3160,높음,10,2026-09-12T08:34:49+09:00
K0539,자동차·IT·테크,39,자동차정기검사예약,도구·신청 혼합형,3680,3680,4778,238,수집결과 내 집계,78.46030150356323,91.59926240687827,50.0,76.7099294738451,358,네이버 검색광고 API,1350,2330,높음,10,2026-09-12T08:34:49+09:00
K0540,자동차·IT·테크,40,타이어수명,세부 검색어,3720,3720,17864,373,수집결과 내 집계,61.60409158523133,89.48314386103938,75.0,72.64698895092748,492,네이버 검색광고 API,620,3100,높음,10,2026-09-12T08:34:49+09:00
K0541,자동차·IT·테크,41,자동차배터리교체비용,세부 검색어,3630,3630,4498,126,수집결과 내 집계,77.5755371864052,95.03719889686303,75.0,82.29892826226151,167,네이버 검색광고 API,380,3250,높음,10,2026-09-12T08:34:49+09:00
K0542,자동차·IT·테크,42,자동차검사유효기간,세부 검색어,3150,3150,2202,188,수집결과 내 집계,80.66672105467413,91.58841717729548,75.0,82.80988568052571,152,네이버 검색광고 API,750,2400,높음,3,2026-09-12T08:34:49+09:00
K0543,자동차·IT·테크,43,컴퓨터와이파이연결,세부 검색어,3140,3140,2244,74,수집결과 내 집계,80.29631972164952,87.71925166476521,50.0,76.46393536025433,367,네이버 검색광고 API,470,2670,높음,10,2026-09-12T08:34:49+09:00
K0544,자동차·IT·테크,44,아이폰14프로배터리교체,세부 검색어,3260,3260,966,76,수집결과 내 집계,80.0294634867849,97.8197791546241,62.5,81.86066548977968,181,네이버 검색광고 API,530,2730,높음,7,2026-09-12T08:34:49+09:00
K0545,자동차·IT·테크,45,엔진오일교체비용,세부 검색어,2770,2770,6565,223,수집결과 내 집계,69.42007884095875,93.30161829485175,75.0,77.7005249089349,327,네이버 검색광고 API,540,2230,높음,10,2026-09-12T08:34:49+09:00
K0546,자동차·IT·테크,46,자동차점검,세부 검색어,2760,2760,190052,963,이상(하한),31.41088260538845,91.43707229201353,50.0,53.13656299029829,887,네이버 검색광고 API,680,2080,높음,10,2026-09-12T08:34:49+09:00
K0547,자동차·IT·테크,47,전기차가격,세부 검색어,3130,3130,70352,951,이상(하한),40.31040644867266,97.3249391837241,50.0,59.35268497945356,802,네이버 검색광고 API,720,2410,높음,10,2026-09-12T08:34:49+09:00
K0548,자동차·IT·테크,48,자동차에어컨냄새,세부 검색어,2600,2600,35632,993,이상(하한),46.91426928723821,79.32337940395632,50.0,57.25414846480601,834,네이버 검색광고 API,280,2320,높음,10,2026-09-12T08:34:49+09:00
K0549,자동차·IT·테크,49,와이파이속도,세부 검색어,2250,2250,30642,984,이상(하한),46.37926400946532,86.29449407870969,50.0,59.07798022834557,808,네이버 검색광고 API,500,1750,높음,10,2026-09-12T08:34:49+09:00
K0550,자동차·IT·테크,50,자동차배터리교체주기,세부 검색어,2330,2330,1752,93,수집결과 내 집계,78.42422805350763,95.9206746017422,75.0,82.98831640727647,145,네이버 검색광고 API,360,1970,높음,3,2026-09-12T08:34:49+09:00
K0551,자동차·IT·테크,51,자동차에어컨,세부 검색어,1440,1440,86064,984,이상(하한),34.71535382262779,82.33430775774376,50.0,52.05796923863702,901,네이버 검색광고 API,140,1300,높음,10,2026-09-12T08:34:49+09:00
K0552,자동차·IT·테크,52,노트북초기화,세부 검색어,2190,2190,10911,120,수집결과 내 집계,57.671746484538765,83.73768041041131,50.0,63.95717736539278,695,네이버 검색광고 API,710,1480,높음,10,2026-09-12T08:34:49+09:00
K0553,자동차·IT·테크,53,타이어규격보는법,세부 검색어,2260,2260,410,18,수집결과 내 집계,78.02649194342354,97.8092271586764,75.0,83.3560141193147,134,네이버 검색광고 API,430,1830,높음,7,2026-09-12T08:34:49+09:00
K0554,자동차·IT·테크,54,아이폰사진복구,세부 검색어,2110,2110,6161,81,수집결과 내 집계,64.40783204426127,82.56041929548837,50.0,66.97204181077714,625,네이버 검색광고 API,220,1890,높음,10,2026-09-12T08:34:49+09:00
K0555,자동차·IT·테크,55,자동차에어컨수리,세부 검색어,1570,1570,17993,204,수집결과 내 집계,50.65788881915579,81.23873331933247,50.0,59.700564405377634,790,네이버 검색광고 API,190,1380,높음,7,2026-09-12T08:34:49+09:00
K0556,자동차·IT·테크,56,타이어위치교환,세부 검색어,1990,1990,18256,386,수집결과 내 집계,49.62091324265262,83.08098617626653,50.0,59.734752474206275,788,네이버 검색광고 API,360,1630,높음,10,2026-09-12T08:34:49+09:00
K0557,자동차·IT·테크,57,자동차타이어수명,세부 검색어,1700,1700,2329,61,수집결과 내 집계,75.20345789455507,91.95068557080003,75.0,80.18693461851754,245,네이버 검색광고 API,220,1480,높음,10,2026-09-12T08:34:49+09:00
K0558,자동차·IT·테크,58,아이폰뒷면수리비용,세부 검색어,2090,2090,400,9,수집결과 내 집계,77.34455698166155,97.78147953802375,75.0,83.0067223522379,144,네이버 검색광고 API,140,1950,높음,10,2026-09-12T08:34:49+09:00
K0559,자동차·IT·테크,59,차량블루투스연결,세부 검색어,1750,1750,2237,109,수집결과 내 집계,74.95259283110191,88.54139181086329,50.0,74.03871395880994,449,네이버 검색광고 API,110,1640,중간,5,2026-09-12T08:34:49+09:00
K0560,자동차·IT·테크,60,노트북인터넷연결,세부 검색어,1900,1900,6877,207,수집결과 내 집계,60.570380587989554,85.46936043376009,50.0,65.92599842412281,649,네이버 검색광고 API,220,1680,높음,10,2026-09-12T08:34:49+09:00
K0561,자동차·IT·테크,61,컴퓨터인터넷연결,세부 검색어,1800,1800,10770,155,수집결과 내 집계,54.31679100700734,85.58304087408735,50.0,62.83330776572987,725,네이버 검색광고 API,120,1680,높음,10,2026-09-12T08:34:49+09:00
K0562,자동차·IT·테크,62,아이폰14프로배터리교체비용,세부 검색어,1420,1420,192,11,수집결과 내 집계,76.89317872922663,96.91757502727572,75.0,82.52186187279602,160,네이버 검색광고 API,360,1060,높음,7,2026-09-12T08:34:49+09:00
K0563,자동차·IT·테크,63,컴퓨터초기화,세부 검색어,1750,1750,16685,184,수집결과 내 집계,48.63245763147779,80.18648334138192,50.0,58.37217381815347,818,네이버 검색광고 API,920,830,높음,10,2026-09-12T08:34:49+09:00
K0564,자동차·IT·테크,64,갤럭시백업,세부 검색어,1630,1630,7589,264,수집결과 내 집계,57.93249895427557,82.67084944400332,50.0,63.76750431033878,704,네이버 검색광고 API,680,950,중간,4,2026-09-12T08:34:49+09:00
K0565,자동차·IT·테크,65,와이파이공유기설치방법,세부 검색어,1650,1650,1660,40,수집결과 내 집계,76.73454537161997,97.03748235348552,75.0,82.47851739185563,162,네이버 검색광고 API,200,1450,높음,7,2026-09-12T08:34:49+09:00
K0566,자동차·IT·테크,66,자동차정기점검,세부 검색어,1630,1630,6427,222,수집결과 내 집계,59.26133115594682,84.8173055555262,50.0,65.07585724463127,670,네이버 검색광고 API,560,1070,중간,3,2026-09-12T08:34:49+09:00
K0567,자동차·IT·테크,67,컴퓨터청소,세부 검색어,1640,1640,8485,208,수집결과 내 집계,55.478077795731764,87.35222551490989,62.5,66.44470655233884,635,네이버 검색광고 API,670,970,높음,10,2026-09-12T08:34:49+09:00
K0568,자동차·IT·테크,68,경차중고차가격,세부 검색어,1520,1520,7192,121,수집결과 내 집계,57.19405807114491,97.76391373818271,50.0,67.92620315702726,595,네이버 검색광고 API,160,1360,높음,10,2026-09-12T08:34:49+09:00
K0569,자동차·IT·테크,69,컴퓨터느려졌을때,세부 검색어,1550,1550,2671,140,수집결과 내 집계,69.36573200628604,76.2308834095866,50.0,67.552131026019,606,네이버 검색광고 API,840,710,높음,10,2026-09-12T08:34:49+09:00
K0570,자동차·IT·테크,70,아이폰13배터리교체비용,세부 검색어,1550,1550,568,11,수집결과 내 집계,76.23077078549547,91.7294073233162,75.0,80.63420758974259,228,네이버 검색광고 API,280,1270,높음,10,2026-09-12T08:34:49+09:00
K0571,자동차·IT·테크,71,블루투스연결,세부 검색어,1520,1520,101316,946,이상(하한),27.95105557107096,87.6931924763823,50.0,50.28348552845017,922,네이버 검색광고 API,210,1310,높음,9,2026-09-12T08:34:49+09:00
K0572,자동차·IT·테크,72,전기차급속충전,세부 검색어,1460,1460,6574,395,수집결과 내 집계,57.27025040254043,97.73329480611807,50.0,67.95511364310563,594,네이버 검색광고 API,110,1350,높음,10,2026-09-12T08:34:49+09:00
K0573,자동차·IT·테크,73,전기차충전기설치비용,세부 검색어,1440,1440,1922,48,수집결과 내 집계,72.62075843927427,97.56673992494551,75.0,80.58040119712078,230,네이버 검색광고 API,390,1050,높음,10,2026-09-12T08:34:49+09:00
K0574,자동차·IT·테크,74,타이어교체시간,세부 검색어,1460,1460,19760,430,수집결과 내 집계,43.67225605646048,90.19351471896843,75.0,63.89418244392077,700,네이버 검색광고 API,210,1250,높음,7,2026-09-12T08:34:49+09:00
K0575,자동차·IT·테크,75,아이폰12미니배터리교체,세부 검색어,1410,1410,1053,28,수집결과 내 집계,75.79360052879903,93.22135488942334,62.5,78.36320673122651,307,네이버 검색광고 API,240,1170,높음,10,2026-09-12T08:34:49+09:00
K0576,자동차·IT·테크,76,윈도우설치방법,세부 검색어,1380,1380,27913,534,수집결과 내 집계,39.122544082514125,93.51308768444068,75.0,62.61519834658927,728,네이버 검색광고 API,480,900,높음,10,2026-09-12T08:34:49+09:00
K0577,자동차·IT·테크,77,타이어교환주기,세부 검색어,1350,1350,5226,102,수집결과 내 집계,58.90180620574631,88.04248505455047,75.0,70.86364861923829,525,네이버 검색광고 API,280,1070,높음,10,2026-09-12T08:34:49+09:00
K0578,자동차·IT·테크,78,아이폰수리비용,세부 검색어,1290,1290,19204,314,수집결과 내 집계,42.81211402774014,94.98384175882339,75.0,64.90120954151709,673,네이버 검색광고 API,190,1100,높음,10,2026-09-12T08:34:49+09:00
K0579,자동차·IT·테크,79,아이폰13미니배터리교체비용,세부 검색어,1450,1450,164,5,수집결과 내 집계,75.56197942837457,88.5106575266583,75.0,79.33418697218478,273,네이버 검색광고 API,300,1150,높음,7,2026-09-12T08:34:49+09:00
K0580,자동차·IT·테크,80,노트북배터리교체,세부 검색어,1270,1270,7892,238,수집결과 내 집계,53.13593469777739,85.05786600599237,62.5,64.5853271506864,680,네이버 검색광고 API,310,960,높음,10,2026-09-12T08:34:49+09:00
K0581,자동차·IT·테크,81,자동차엔진오일교체,세부 검색어,1230,1230,4395,151,수집결과 내 집계,59.883730381132466,98.10944585367122,62.5,71.87469894666759,501,네이버 검색광고 API,140,1090,높음,10,2026-09-12T08:34:49+09:00
K0582,자동차·IT·테크,82,자동차종합검사예약,도구·신청 혼합형,1290,1290,3754,127,수집결과 내 집계,61.59443118494231,84.2960370183659,50.0,66.08602669798093,647,네이버 검색광고 API,510,780,높음,3,2026-09-12T08:34:49+09:00
K0583,자동차·IT·테크,83,KT공유기설정,세부 검색어,1180,1180,637,6,수집결과 내 집계,75.02588984473468,89.67382313576445,50.0,74.41509186309668,440,네이버 검색광고 API,590,590,높음,3,2026-09-12T08:34:49+09:00
K0584,자동차·IT·테크,84,자동차블루투스연결,세부 검색어,1150,1150,1240,44,수집결과 내 집계,74.57958498336816,85.25407238894977,50.0,72.86601420836901,483,네이버 검색광고 API,30,1120,중간,5,2026-09-12T08:34:49+09:00
K0585,자동차·IT·테크,85,아이폰침수수리비용,세부 검색어,910,910,3458,14,수집결과 내 집계,61.33082714621439,82.831944448005,75.0,70.5149969075087,534,네이버 검색광고 API,170,740,높음,7,2026-09-12T08:34:49+09:00
K0586,자동차·IT·테크,86,타이어교환,세부 검색어,1150,1150,299749,988,이상(하한),19.07606987822002,87.05038258431907,50.0,45.65314971440573,963,네이버 검색광고 API,220,930,높음,10,2026-09-12T08:34:49+09:00
K0587,자동차·IT·테크,87,타이어가격비교표,세부 검색어,1160,1160,449,2,수집결과 내 집계,74.71525375932633,91.68835670110853,75.0,79.86413388999573,256,네이버 검색광고 API,240,920,높음,10,2026-09-12T08:34:49+09:00
K0588,자동차·IT·테크,88,쏘렌토타이어가격,세부 검색어,1160,1160,2342,15,수집결과 내 집계,65.82102282351681,95.6348656289003,50.0,71.6009711004285,510,네이버 검색광고 API,110,1050,높음,10,2026-09-12T08:34:49+09:00
K0589,자동차·IT·테크,89,노트북청소,세부 검색어,1110,1110,16753,223,수집결과 내 집계,41.72322628536001,91.50206270834283,62.5,60.81223195518285,768,네이버 검색광고 API,200,910,높음,10,2026-09-12T08:34:49+09:00
K0590,자동차·IT·테크,90,차량배터리교체,세부 검색어,1190,1190,109391,975,이상(하한),24.067827167073922,88.86293769142877,62.5,51.19279489096559,912,네이버 검색광고 API,140,1050,높음,8,2026-09-12T08:34:49+09:00
K0591,자동차·IT·테크,91,아이폰13프로배터리교체,세부 검색어,1160,1160,934,46,수집결과 내 집계,74.62335095100079,88.499528740895,62.5,76.3615340977689,371,네이버 검색광고 API,180,980,높음,7,2026-09-12T08:34:49+09:00
K0592,자동차·IT·테크,92,타이어교체공임비,세부 검색어,1120,1120,748,23,수집결과 내 집계,74.52996577555251,90.24481361528673,62.5,76.83842697236227,348,네이버 검색광고 API,250,870,높음,10,2026-09-12T08:34:49+09:00
K0593,자동차·IT·테크,93,스마트폰복구,세부 검색어,870,870,60690,605,수집결과 내 집계,27.705842306362754,92.71706859036928,50.0,51.66804173029216,903,네이버 검색광고 API,780,90,높음,10,2026-09-12T08:34:49+09:00
K0594,자동차·IT·테크,94,스파크타이어가격,세부 검색어,1090,1090,911,5,수집결과 내 집계,74.28969248618351,92.74201976904378,50.0,74.96745217380489,421,네이버 검색광고 API,80,1010,높음,10,2026-09-12T08:34:49+09:00
K0595,자동차·IT·테크,95,컴퓨터본체청소,세부 검색어,1060,1060,4101,141,수집결과 내 집계,57.13258708720103,89.05075873006341,62.5,67.78152116261954,600,네이버 검색광고 API,270,790,높음,10,2026-09-12T08:34:49+09:00
K0596,자동차·IT·테크,96,휴대폰해킹검사,도구·신청 혼합형,920,920,306,10,수집결과 내 집계,74.14059183389502,95.59337839776195,50.0,75.74830943627609,395,네이버 검색광고 API,100,820,높음,10,2026-09-12T08:34:49+09:00
K0597,자동차·IT·테크,97,전기차충전비용,세부 검색어,570,570,3378,197,수집결과 내 집계,44.47495204385917,92.87422473775919,75.0,65.09974344325734,668,네이버 검색광고 API,180,390,높음,10,2026-09-12T08:34:49+09:00
K0598,자동차·IT·테크,98,전기차장단점,세부 검색어,400,400,3791,179,수집결과 내 집계,41.93613402985022,97.63838785956182,75.0,65.25958337279366,664,네이버 검색광고 API,90,310,높음,3,2026-09-12T08:34:49+09:00
K0599,자동차·IT·테크,99,하이브리드자동차장단점,세부 검색어,210,210,852,22,수집결과 내 집계,45.30264387703098,87.7658535845624,75.0,63.98107801388421,694,네이버 검색광고 API,50,160,높음,3,2026-09-12T08:34:49+09:00
K0600,자동차·IT·테크,100,노트북배터리수명,세부 검색어,180,180,3605,188,수집결과 내 집계,26.640731711789446,77.76191228061678,75.0,51.64893954007976,905,네이버 검색광고 API,90,90,높음,3,2026-09-12T08:34:49+09:00
K0601,패션·뷰티,1,퍼스널컬러진단,도구·신청 혼합형,36120,36120,102067,984,이상(하한),80.86782076604541,88.56482821802686,50.0,77.00335884843076,344,네이버 검색광고 API,3220,32900,높음,10,2026-09-12T08:34:49+09:00
K0602,패션·뷰티,2,레티놀효과,세부 검색어,13700,13700,11987,393,수집결과 내 집계,88.32262492657844,96.63753207441991,62.5,85.65257208561519,81,네이버 검색광고 API,1400,12300,높음,10,2026-09-12T08:34:49+09:00
K0603,패션·뷰티,3,50대헤어스타일,세부 검색어,12190,12190,5470,339,수집결과 내 집계,87.59158233065182,96.91298519187099,50.0,82.8696867228872,149,네이버 검색광고 API,890,11300,높음,10,2026-09-12T08:34:49+09:00
K0604,패션·뷰티,4,턱여드름원인,세부 검색어,10570,10570,11482,774,수집결과 내 집계,86.35655824574704,89.05352315211701,75.0,84.89433606850862,98,네이버 검색광고 API,860,9710,높음,10,2026-09-12T08:34:49+09:00
K0605,패션·뷰티,5,발각질제거,세부 검색어,10490,10490,62790,990,이상(하한),64.78213621714339,97.10153529083209,62.5,74.02152869582132,451,네이버 검색광고 API,1220,9270,중간,8,2026-09-12T08:34:49+09:00
K0606,패션·뷰티,6,남자헤어스타일,세부 검색어,10050,10050,171216,990,이상(하한),52.67084718471443,85.87563399710531,50.0,62.098113791488814,736,네이버 검색광고 API,1700,8350,높음,10,2026-09-12T08:34:49+09:00
K0607,패션·뷰티,7,얼굴붓기빼는법,세부 검색어,9230,9230,11506,308,수집결과 내 집계,83.32664495261939,86.80409896765723,62.5,80.20455216660686,242,네이버 검색광고 API,860,8370,높음,10,2026-09-12T08:34:49+09:00
