id,category,category_rank,keyword,search_type,monthly_lower,monthly_upper,blog_documents,recent_posts,recent_posts_note,opportunity,persistence,home_fit,priority,overall_rank,search_source,live_pc_monthly,live_mobile_monthly,live_competition,live_depth,live_checked_at
K0240,리빙,40,폐가전수거,세부 검색어,5620,5620,73040,997,이상(하한),51.93858081390451,91.14014394242413,50.0,63.31133358967949,710,네이버 검색광고 API,1450,4170,높음,10,2026-09-12T08:34:49+09:00
K0241,리빙,41,집벌레종류,세부 검색어,5140,5140,754,24,수집결과 내 집계,83.55866945181181,86.48285514107069,62.5,80.22419126822712,241,네이버 검색광고 API,230,4910,높음,10,2026-09-12T08:34:49+09:00
K0242,리빙,42,주방기름때제거,세부 검색어,5350,5350,29131,932,수집결과 내 집계,62.9453280627979,97.40704265142223,62.5,73.19477682682562,474,네이버 검색광고 API,460,4890,높음,8,2026-09-12T08:34:49+09:00
K0243,리빙,43,싱크대배수구교체,세부 검색어,5840,5840,77136,971,수집결과 내 집계,51.131280714739674,97.99125056425324,62.5,67.4630155266458,608,네이버 검색광고 API,940,4900,중간,8,2026-09-12T08:34:49+09:00
K0244,리빙,44,에어컨냄새원인,세부 검색어,4520,4520,19362,995,이상(하한),66.7255651245346,81.35576316838522,75.0,72.76951151278287,488,네이버 검색광고 API,330,4190,높음,7,2026-09-12T08:34:49+09:00
K0245,리빙,45,폐가전방문수거,세부 검색어,4990,4990,21886,557,수집결과 내 집계,64.60407631652285,97.81884072220888,50.0,71.64769037492408,506,네이버 검색광고 API,1030,3960,높음,10,2026-09-12T08:34:49+09:00
K0246,리빙,46,곰팡이제거,세부 검색어,4840,4840,203431,969,이상(하한),38.53203509757564,86.67049915599219,62.5,57.76716729558547,829,네이버 검색광고 API,910,3930,높음,10,2026-09-12T08:34:49+09:00
K0247,리빙,47,싱크대교체,세부 검색어,4880,4880,540760,895,이상(하한),30.987670027607606,95.93657658059625,62.5,56.77480798798268,843,네이버 검색광고 API,980,3900,중간,8,2026-09-12T08:34:49+09:00
K0248,리빙,48,에어컨냄새,세부 검색어,4230,4230,356856,946,이상(하한),33.8038970671603,80.00348206509973,50.0,50.90299315311007,918,네이버 검색광고 API,560,3670,높음,8,2026-09-12T08:34:49+09:00
K0249,리빙,49,에어콘청소,세부 검색어,3340,3340,8080,24,수집결과 내 집계,75.14466388464955,91.33771907225926,62.5,77.47364766400256,332,네이버 검색광고 API,290,3050,높음,10,2026-09-12T08:34:49+09:00
K0250,리빙,50,세탁기고무패킹청소,세부 검색어,4230,4230,2123,203,수집결과 내 집계,82.2667228800081,97.15072967110157,62.5,82.77858034133452,154,네이버 검색광고 API,240,3990,높음,7,2026-09-12T08:34:49+09:00
K0251,리빙,51,벽걸이에어컨물떨어짐,세부 검색어,3170,3170,1114,132,수집결과 내 집계,82.24192731595183,69.86828525458613,50.0,72.08144923435175,498,네이버 검색광고 API,330,2840,높음,7,2026-09-12T08:34:49+09:00
K0252,리빙,52,바퀴벌레종류,세부 검색어,4320,4320,2638,51,수집결과 내 집계,82.01385494708668,88.02910932318555,62.5,79.915660270499,255,네이버 검색광고 API,410,3910,높음,10,2026-09-12T08:34:49+09:00
K0253,리빙,53,실리콘곰팡이제거,세부 검색어,4200,4200,13974,627,수집결과 내 집계,66.91587649840018,93.60136923520649,62.5,74.03834901976204,450,네이버 검색광고 API,380,3820,높음,10,2026-09-12T08:34:49+09:00
K0254,리빙,54,드럼세탁기통세척,세부 검색어,3940,3940,4162,175,수집결과 내 집계,81.58205449072207,97.55017365301995,62.5,82.55607934126702,158,네이버 검색광고 API,200,3740,높음,10,2026-09-12T08:34:49+09:00
K0255,리빙,55,에어컨청소가격,세부 검색어,3100,3100,23600,688,수집결과 내 집계,59.61459120117205,87.19971373354215,62.5,68.46720972064867,583,네이버 검색광고 API,300,2800,높음,10,2026-09-12T08:34:49+09:00
K0256,리빙,56,전자렌지청소,세부 검색어,4150,4150,3859,78,수집결과 내 집계,81.65396144547509,88.19725798234681,62.5,79.78615811744159,258,네이버 검색광고 API,180,3970,높음,10,2026-09-12T08:34:49+09:00
K0257,리빙,57,가스렌지후드청소,세부 검색어,4150,4150,6920,50,수집결과 내 집계,74.878441421829,87.07156175004636,62.5,76.06068923592841,381,네이버 검색광고 API,180,3970,높음,10,2026-09-12T08:34:49+09:00
K0258,리빙,58,싱크대하수구냄새,세부 검색어,3380,3380,165260,976,이상(하한),37.037591890518605,97.7402718670269,50.0,57.840877505367374,827,네이버 검색광고 API,380,3000,높음,10,2026-09-12T08:34:49+09:00
K0259,리빙,59,욕실청소,세부 검색어,3680,3680,301536,873,이상(하한),31.812707917349634,87.94595303625293,62.5,54.7901398695507,868,네이버 검색광고 API,690,2990,높음,8,2026-09-12T08:34:49+09:00
K0260,리빙,60,드럼세탁기고무패킹청소,세부 검색어,3550,3550,2361,176,수집결과 내 집계,81.16641691195234,96.75333925154455,62.5,82.10921023143953,176,네이버 검색광고 API,300,3250,높음,10,2026-09-12T08:34:49+09:00
K0261,리빙,61,수건냄새제거,세부 검색어,3490,3490,4809,363,수집결과 내 집계,77.54066301337765,91.2299919727742,62.5,78.63932909852109,296,네이버 검색광고 API,270,3220,높음,10,2026-09-12T08:34:49+09:00
K0262,리빙,62,보일러교체비용,세부 검색어,3840,3840,12087,172,수집결과 내 집계,65.71109733512674,91.712674214056,75.0,75.36935093178016,405,네이버 검색광고 API,620,3220,높음,10,2026-09-12T08:34:49+09:00
K0263,리빙,63,통돌이세탁조청소,세부 검색어,3290,3290,4098,117,수집결과 내 집계,78.77170947815554,96.9141509176164,62.5,80.9601000143627,216,네이버 검색광고 API,220,3070,높음,10,2026-09-12T08:34:49+09:00
K0264,리빙,64,날파리퇴치법,세부 검색어,1570,1570,1945,69,수집결과 내 집계,80.71544298616013,,50.0,,,네이버 검색광고 API,150,1420,높음,10,2026-09-12T08:34:49+09:00
K0265,리빙,65,세면대배수관교체,세부 검색어,3340,3340,26534,384,수집결과 내 집계,54.978459286069956,96.56052335250524,62.5,68.95738664878655,569,네이버 검색광고 API,450,2890,높음,8,2026-09-12T08:34:49+09:00
K0266,리빙,66,화장실곰팡이제거,세부 검색어,3290,3290,24824,555,수집결과 내 집계,55.52544838976861,91.32941907963695,62.5,67.66154991877539,603,네이버 검색광고 API,440,2850,높음,10,2026-09-12T08:34:49+09:00
K0267,리빙,67,통돌이세탁기통세척,세부 검색어,3230,3230,3456,141,수집결과 내 집계,80.26522388196395,96.78188296270159,62.5,81.66717682979245,188,네이버 검색광고 API,240,2990,높음,10,2026-09-12T08:34:49+09:00
K0268,리빙,68,바퀴벌레퇴치,세부 검색어,3250,3250,41694,647,수집결과 내 집계,49.06554813055321,82.8685022733674,50.0,59.393324747286826,798,네이버 검색광고 API,610,2640,높음,10,2026-09-12T08:34:49+09:00
K0269,리빙,69,냉장고청소방법,세부 검색어,3020,3020,2371,67,수집결과 내 집계,80.33098901900286,95.44486360294431,75.0,83.79895359038471,122,네이버 검색광고 API,210,2810,높음,9,2026-09-12T08:34:49+09:00
K0270,리빙,70,에어프라이어청소,세부 검색어,3070,3070,6446,351,수집결과 내 집계,71.09640251597911,86.49281185327101,62.5,73.99604481397085,452,네이버 검색광고 API,300,2770,높음,10,2026-09-12T08:34:49+09:00
K0271,리빙,71,아파트창문청소,세부 검색어,3140,3140,24653,893,수집결과 내 집계,54.144297915455624,97.2294423820218,62.5,68.74098167233436,576,네이버 검색광고 API,480,2660,높음,10,2026-09-12T08:34:49+09:00
K0272,리빙,72,보일러교체,세부 검색어,3320,3320,270615,975,이상(하한),29.909251035201255,96.95393405798633,62.5,56.540805734996525,846,네이버 검색광고 API,620,2700,높음,8,2026-09-12T08:34:49+09:00
K0273,리빙,73,재활용분리수거,세부 검색어,3010,3010,35409,951,수집결과 내 집계,49.454117659497655,88.93162360396568,50.0,61.40654591093853,749,네이버 검색광고 API,410,2600,높음,8,2026-09-12T08:34:49+09:00
K0274,리빙,74,셀프에어컨청소,세부 검색어,2260,2260,17723,673,수집결과 내 집계,57.64309100733112,86.23912490189531,62.5,67.19328297423415,617,네이버 검색광고 API,220,2040,높음,8,2026-09-12T08:34:49+09:00
K0275,리빙,75,하수구냄새,세부 검색어,2950,2950,447107,911,이상(하한),26.664524253323467,86.21261139016616,50.0,49.196045543711584,932,네이버 검색광고 API,460,2490,높음,8,2026-09-12T08:34:49+09:00
K0276,리빙,76,돈벌레퇴치,세부 검색어,2570,2570,1724,30,수집결과 내 집계,79.93770633085016,89.29397304115183,50.0,76.75704507777063,354,네이버 검색광고 API,280,2290,높음,10,2026-09-12T08:34:49+09:00
K0277,리빙,77,드럼세탁기청소방법,세부 검색어,2950,2950,4169,82,수집결과 내 집계,75.65393166274376,97.27943447159407,75.0,82.01079617285009,179,네이버 검색광고 API,240,2710,높음,10,2026-09-12T08:34:49+09:00
K0278,리빙,78,집냄새제거,세부 검색어,2800,2800,70260,987,이상(하한),40.9434202930406,94.52419407989895,62.5,61.32896837048999,751,네이버 검색광고 API,300,2500,높음,10,2026-09-12T08:34:49+09:00
K0279,리빙,79,에어컨청소방법,세부 검색어,2010,2010,17554,491,수집결과 내 집계,56.418889023224025,88.34827168596547,75.0,69.71392601740166,553,네이버 검색광고 API,160,1850,높음,10,2026-09-12T08:34:49+09:00
K0280,리빙,80,싱크대하수구청소,세부 검색어,2600,2600,222102,994,이상(하한),30.008134667366075,95.44450440162092,62.5,56.13741865416931,854,네이버 검색광고 API,190,2410,높음,8,2026-09-12T08:34:49+09:00
K0281,리빙,81,냉장고청소,세부 검색어,2620,2620,92555,982,이상(하한),37.26829008030235,86.23077260620443,62.5,57.0033768220125,841,네이버 검색광고 API,380,2240,높음,10,2026-09-12T08:34:49+09:00
K0282,리빙,82,아파트유리창청소,세부 검색어,2730,2730,37547,996,이상(하한),46.31623949837723,92.90672685715961,62.5,63.5301378063365,705,네이버 검색광고 API,400,2330,높음,10,2026-09-12T08:34:49+09:00
K0283,리빙,83,싱크대하부장냄새,세부 검색어,2300,2300,11701,339,수집결과 내 집계,60.2449389510689,87.49773175419989,50.0,66.37178900179441,637,네이버 검색광고 API,280,2020,높음,8,2026-09-12T08:34:49+09:00
K0284,리빙,84,싱크대냄새제거,세부 검색어,2460,2460,58276,348,수집결과 내 집계,41.339767841593115,92.92885221523429,62.5,61.04853958536684,760,네이버 검색광고 API,270,2190,높음,10,2026-09-12T08:34:49+09:00
K0285,리빙,85,욕실곰팡이제거,세부 검색어,2420,2420,26519,991,이상(하한),49.956186248160975,90.07870724427212,62.5,64.50170529736212,681,네이버 검색광고 API,270,2150,높음,10,2026-09-12T08:34:49+09:00
K0286,리빙,86,배관청소,세부 검색어,2550,2550,542130,936,이상(하한),23.909286581808882,95.21947755616482,62.5,53.020486557753884,891,네이버 검색광고 API,520,2030,높음,10,2026-09-12T08:34:49+09:00
K0287,리빙,87,천장형에어컨청소,세부 검색어,1840,1840,43386,699,수집결과 내 집계,43.44434829421236,87.52118792346798,62.5,60.47853052414658,773,네이버 검색광고 API,330,1510,높음,10,2026-09-12T08:34:49+09:00
K0288,리빙,88,드럼세탁기청소비용,세부 검색어,2270,2270,1312,14,수집결과 내 집계,78.61329809010427,97.53313760895234,75.0,83.56659032773783,125,네이버 검색광고 API,250,2020,높음,10,2026-09-12T08:34:49+09:00
K0289,리빙,89,곰팡이냄새제거,세부 검색어,2230,2230,34271,548,수집결과 내 집계,45.24746149523153,88.89551941843513,62.5,61.7923865731463,743,네이버 검색광고 API,300,1930,높음,8,2026-09-12T08:34:49+09:00
K0290,리빙,90,에어컨누수,세부 검색어,1660,1660,48777,987,이상(하한),40.48762488498399,81.67647063689147,50.0,54.746753633559436,870,네이버 검색광고 API,240,1420,높음,10,2026-09-12T08:34:49+09:00
K0291,리빙,91,화장실환풍기청소,세부 검색어,2060,2060,4147,102,수집결과 내 집계,69.85854394518617,92.7588806848594,62.5,75.2569361780509,408,네이버 검색광고 API,170,1890,높음,10,2026-09-12T08:34:49+09:00
K0292,리빙,92,후드청소,세부 검색어,2150,2150,111748,976,이상(하한),32.10611890086852,76.56933486274437,62.5,51.52385990925757,906,네이버 검색광고 API,660,1490,높음,10,2026-09-12T08:34:49+09:00
K0293,리빙,93,에어컨곰팡이냄새,세부 검색어,1790,1790,64735,990,이상(하한),37.19746679908323,,50.0,,,네이버 검색광고 API,150,1640,높음,8,2026-09-12T08:34:49+09:00
K0294,리빙,94,세탁기분해청소,세부 검색어,1990,1990,109852,991,이상(하한),31.990379457690683,89.00100815704278,62.5,55.19549217595817,861,네이버 검색광고 API,360,1630,높음,10,2026-09-12T08:34:49+09:00
K0295,리빙,95,화장실냄새,세부 검색어,2090,2090,313100,871,이상(하한),24.51775759326797,86.97488321794273,50.0,48.3513437620168,945,네이버 검색광고 API,300,1790,높음,10,2026-09-12T08:34:49+09:00
K0296,리빙,96,냉장고냄새제거,세부 검색어,1330,1330,10478,324,수집결과 내 집계,49.684335205321425,78.63310811411928,62.5,60.9321000368965,763,네이버 검색광고 API,610,720,중간,8,2026-09-12T08:34:49+09:00
K0297,리빙,97,화장실하수구냄새제거,세부 검색어,1160,1160,36656,225,수집결과 내 집계,33.34712965502624,88.42229590163213,62.5,55.70025359800276,858,네이버 검색광고 API,170,990,높음,10,2026-09-12T08:34:49+09:00
K0298,리빙,98,세탁기청소방법,세부 검색어,740,740,15822,283,수집결과 내 집계,36.53272610945116,82.55397152386104,75.0,58.03255451188389,824,네이버 검색광고 API,130,610,높음,10,2026-09-12T08:34:49+09:00
K0299,리빙,99,에어컨전기세절약,세부 검색어,60,60,13859,992,이상(하한),12.673849430125443,,50.0,,,네이버 검색광고 API,20,40,높음,3,2026-09-12T08:34:49+09:00
K0300,리빙,100,음식물쓰레기냄새제거,세부 검색어,100,100,1045,62,수집결과 내 집계,36.07768008684673,,62.5,,,네이버 검색광고 API,10,90,높음,3,2026-09-12T08:34:49+09:00
K0301,건강,1,마그네슘효능,세부 검색어,85900,85900,37174,988,이상(하한),98.80768770305642,98.20699739734431,62.5,91.3659430707315,11,네이버 검색광고 API,6200,79700,높음,10,2026-09-12T08:34:49+09:00
K0302,건강,2,혈압정상수치,세부 검색어,81060,81060,13989,546,수집결과 내 집계,98.7984417309849,94.73224917186744,75.0,92.81889561705268,3,네이버 검색광고 API,3860,77200,높음,7,2026-09-12T08:34:49+09:00
K0303,건강,3,당뇨초기증상,세부 검색어,57770,57770,24041,990,이상(하한),96.83038510278993,89.78023422658846,75.0,90.3492628193715,18,네이버 검색광고 API,4970,52800,높음,10,2026-09-12T08:34:49+09:00
K0304,건강,4,당뇨에좋은음식,세부 검색어,45260,45260,34186,513,수집결과 내 집계,95.42738489272841,89.80080745479275,50.0,84.65393468280203,107,네이버 검색광고 API,3460,41800,높음,10,2026-09-12T08:34:49+09:00
K0305,건강,5,콜레스테롤수치,세부 검색어,43770,43770,131645,953,이상(하한),81.24348623713651,90.41489297540299,75.0,82.74621101118915,155,네이버 검색광고 API,3870,39900,높음,10,2026-09-12T08:34:49+09:00
K0306,건강,6,당화혈색소수치,세부 검색어,41310,41310,15322,987,수집결과 내 집계,95.07407329908014,98.02688775360947,75.0,91.94510297562292,7,네이버 검색광고 API,3510,37800,높음,7,2026-09-12T08:34:49+09:00
K0307,건강,7,저혈압수치,세부 검색어,40350,40350,7037,156,수집결과 내 집계,95.02374502534474,93.650789455047,75.0,90.60710934918647,16,네이버 검색광고 API,2250,38100,높음,3,2026-09-12T08:34:49+09:00
K0308,건강,8,역류성식도염증상,세부 검색어,41480,41480,53814,978,수집결과 내 집계,91.6344208913059,88.08287228457517,75.0,87.2420721310255,49,네이버 검색광고 API,4180,37300,높음,10,2026-09-12T08:34:49+09:00
K0309,건강,9,혈당정상수치,세부 검색어,34740,34740,26212,990,이상(하한),93.92261295250641,92.54424693568956,75.0,89.72458055696008,20,네이버 검색광고 API,2840,31900,높음,10,2026-09-12T08:34:49+09:00
K0310,건강,10,마그네슘많은음식,세부 검색어,36810,36810,3752,255,수집결과 내 집계,93.59634323617576,93.92843282503304,50.0,84.97670146559778,94,네이버 검색광고 API,1910,34900,높음,9,2026-09-12T08:34:49+09:00
K0311,건강,11,고지혈증증상,세부 검색어,29990,29990,24669,670,수집결과 내 집계,93.13058425188186,97.2957676903094,75.0,90.75402243303375,14,네이버 검색광고 API,2190,27800,높음,10,2026-09-12T08:34:49+09:00
K0312,건강,12,공복혈당정상수치,세부 검색어,29810,29810,9594,585,수집결과 내 집계,93.0273636938364,97.397263129153,75.0,90.7328607856641,15,네이버 검색광고 API,3510,26300,높음,7,2026-09-12T08:34:49+09:00
K0313,건강,13,당뇨정상수치,세부 검색어,29430,29430,13556,521,수집결과 내 집계,92.9711614431827,91.62971506316893,75.0,88.97449524054203,30,네이버 검색광고 API,1730,27700,높음,10,2026-09-12T08:34:49+09:00
K0314,건강,14,공복혈당수치,세부 검색어,28880,28880,29508,985,이상(하한),92.39081764855533,88.06495765785134,75.0,87.61489612163307,44,네이버 검색광고 API,1580,27300,높음,10,2026-09-12T08:34:49+09:00
K0315,건강,15,단백질많은음식,세부 검색어,27350,27350,8804,207,수집결과 내 집계,92.58879406392674,94.25238459467072,50.0,84.57011241036459,108,네이버 검색광고 API,2650,24700,높음,10,2026-09-12T08:34:49+09:00
K0316,건강,16,식후2시간혈당,세부 검색어,26240,26240,10055,387,수집결과 내 집계,92.28338119535334,93.60327479176118,75.0,89.22267303520502,25,네이버 검색광고 API,2240,24000,높음,10,2026-09-12T08:34:49+09:00
K0317,건강,17,당화혈색소정상수치,세부 검색어,24290,24290,5463,333,수집결과 내 집계,91.90971894680578,90.97416254505933,75.0,88.2471082369207,36,네이버 검색광고 API,3290,21000,높음,10,2026-09-12T08:34:49+09:00
K0318,건강,18,저혈압증상,세부 검색어,23320,23320,26775,579,수집결과 내 집계,90.60237123396868,88.04693120222792,75.0,86.71526497765272,58,네이버 검색광고 API,1820,21500,높음,7,2026-09-12T08:34:49+09:00
K0319,건강,19,고혈압증상,세부 검색어,24320,24320,98626,994,이상(하한),73.59270863826227,90.56133867457669,75.0,78.96475592150414,282,네이버 검색광고 API,2320,22000,높음,10,2026-09-12T08:34:49+09:00
K0320,건강,20,정상혈압,세부 검색어,23680,23680,47987,989,이상(하한),82.53326088621559,90.64498211708819,50.0,78.46012507823426,300,네이버 검색광고 API,1780,21900,높음,7,2026-09-12T08:34:49+09:00
K0321,건강,21,고지혈증좋은음식,세부 검색어,22150,22150,13457,466,수집결과 내 집계,91.42187217088592,91.23500197148067,50.0,83.08143667688717,142,네이버 검색광고 API,1850,20300,높음,10,2026-09-12T08:34:49+09:00
K0322,건강,22,당뇨증상,세부 검색어,21790,21790,80302,986,이상(하한),74.47295294155575,90.38606924460845,75.0,79.35229724416041,272,네이버 검색광고 API,2190,19600,높음,10,2026-09-12T08:34:49+09:00
K0323,건강,23,허리디스크증상,세부 검색어,20540,20540,108880,973,이상(하한),69.6019404986083,91.73118765279472,75.0,77.32032654514256,337,네이버 검색광고 API,1840,18700,높음,10,2026-09-12T08:34:49+09:00
K0324,건강,24,마그네슘음식,세부 검색어,20590,20590,18446,561,수집결과 내 집계,89.87591474038155,97.88562681689871,50.0,84.30364541526038,114,네이버 검색광고 API,1090,19500,높음,10,2026-09-12T08:34:49+09:00
K0325,건강,25,식후혈당정상수치,세부 검색어,16680,16680,6325,231,수집결과 내 집계,89.62499410310122,94.41678206289747,75.0,88.13753167041985,38,네이버 검색광고 API,1580,15100,높음,10,2026-09-12T08:34:49+09:00
K0326,건강,26,콜레스테롤낮추는음식,세부 검색어,15890,15890,8403,242,수집결과 내 집계,89.49511842498434,84.70864842902975,50.0,80.1601537412011,248,네이버 검색광고 API,1690,14200,높음,10,2026-09-12T08:34:49+09:00
K0327,건강,27,내장지방빼는법,세부 검색어,15600,15600,7851,208,수집결과 내 집계,89.47734206666021,90.33854668829774,62.5,84.34023503981943,113,네이버 검색광고 API,2200,13400,높음,10,2026-09-12T08:34:49+09:00
K0328,건강,28,중성지방수치,세부 검색어,15600,15600,21072,920,수집결과 내 집계,86.06593252814213,94.01762746342503,75.0,86.23825450309857,68,네이버 검색광고 API,1700,13900,높음,7,2026-09-12T08:34:49+09:00
K0329,건강,29,허리아플때운동,세부 검색어,14480,14480,5294,149,수집결과 내 집계,88.88550122588032,95.47316793227293,50.0,83.08470099262203,141,네이버 검색광고 API,980,13500,높음,10,2026-09-12T08:34:49+09:00
K0330,건강,30,고혈압낮추는방법,세부 검색어,14780,14780,7199,86,수집결과 내 집계,88.7980770405498,88.60629568623102,75.0,85.9809272261442,74,네이버 검색광고 API,1580,13200,높음,10,2026-09-12T08:34:49+09:00
K0331,건강,31,식도염증상,세부 검색어,13890,13890,62178,981,이상(하한),69.41616793097174,88.93822441801643,75.0,76.3895512908908,369,네이버 검색광고 API,990,12900,높음,10,2026-09-12T08:34:49+09:00
K0332,건강,32,고혈압수치,세부 검색어,13530,13530,40546,992,이상(하한),74.1405701891997,94.04561603000926,75.0,80.28396990360262,237,네이버 검색광고 API,1030,12500,높음,10,2026-09-12T08:34:49+09:00
K0333,건강,33,콜레스테롤높으면,세부 검색어,12100,12100,5417,223,수집결과 내 집계,87.76166710665046,98.01968589891686,50.0,83.28673932300029,136,네이버 검색광고 API,1300,10800,높음,7,2026-09-12T08:34:49+09:00
K0334,건강,34,비타민D부족증상,세부 검색어,11270,11270,9325,223,수집결과 내 집계,87.68938457782417,97.90620336173384,75.0,88.21655329743224,37,네이버 검색광고 API,1070,10200,높음,10,2026-09-12T08:34:49+09:00
K0335,건강,35,당뇨에좋은과일,세부 검색어,11050,11050,4586,139,수집결과 내 집계,87.36016251850432,91.47216356463954,50.0,81.12173032864402,213,네이버 검색광고 API,750,10300,높음,10,2026-09-12T08:34:49+09:00
K0336,건강,36,지방간치료,세부 검색어,10790,10790,8297,129,수집결과 내 집계,87.08152769626209,93.79514969927101,50.0,81.67930875791234,187,네이버 검색광고 API,960,9830,높음,10,2026-09-12T08:34:49+09:00
K0337,건강,37,공복혈당낮추기,세부 검색어,10310,10310,2887,55,수집결과 내 집계,87.07613937073793,98.04100811684437,50.0,82.95037212042227,147,네이버 검색광고 API,1110,9200,높음,10,2026-09-12T08:34:49+09:00
K0338,건강,38,수면다원검사,도구·신청 혼합형,10240,10240,39975,993,이상(하한),70.09749028334157,98.0518982435616,50.0,74.46431461473927,437,네이버 검색광고 API,2160,8080,높음,10,2026-09-12T08:34:49+09:00
K0339,건강,39,혈당낮추는음식,세부 검색어,10000,10000,9137,356,수집결과 내 집계,86.98376214961358,87.68059808308868,50.0,79.7960604997334,257,네이버 검색광고 API,1040,8960,높음,10,2026-09-12T08:34:49+09:00
K0340,건강,40,당화혈색소검사,도구·신청 혼합형,10140,10140,7058,400,수집결과 내 집계,86.85638793237982,94.30124907556439,50.0,81.71856868885922,186,네이버 검색광고 API,1500,8640,높음,10,2026-09-12T08:34:49+09:00
K0341,건강,41,저혈압원인,세부 검색어,8850,8850,14570,347,수집결과 내 집계,80.4407361981632,88.69646880464126,75.0,81.82930874047398,182,네이버 검색광고 API,680,8170,높음,7,2026-09-12T08:34:49+09:00
K0342,건강,42,지방간에좋은음식,세부 검색어,9220,9220,7959,204,수집결과 내 집계,86.18633943588635,92.2677169190978,50.0,80.77348479367251,224,네이버 검색광고 API,650,8570,높음,10,2026-09-12T08:34:49+09:00
K0343,건강,43,고지혈증원인,세부 검색어,8580,8580,22434,247,수집결과 내 집계,74.3717644446248,97.95683236118234,75.0,81.5729319306671,195,네이버 검색광고 API,800,7780,높음,10,2026-09-12T08:34:49+09:00
K0344,건강,44,당뇨관리,세부 검색어,8880,8880,189926,940,이상(하한),48.666725158345535,95.4306122302015,50.0,62.96254624823322,720,네이버 검색광고 API,950,7930,높음,10,2026-09-12T08:34:49+09:00
K0345,건강,45,고지혈증수치,세부 검색어,8550,8550,35289,978,이상(하한),68.02202882147719,94.1905171841474,75.0,77.26816956598282,338,네이버 검색광고 API,940,7610,높음,7,2026-09-12T08:34:49+09:00
K0346,건강,46,콜레스테롤낮추는방법,세부 검색어,8390,8390,10172,211,수집결과 내 집계,83.56748106058082,87.03430236827758,75.0,82.89403124077369,148,네이버 검색광고 API,1170,7220,높음,10,2026-09-12T08:34:49+09:00
K0347,건강,47,역류성식도염치료,세부 검색어,8550,8550,27251,257,수집결과 내 집계,71.01031336642828,86.40016391395619,50.0,71.425205857401,519,네이버 검색광고 API,950,7600,높음,10,2026-09-12T08:34:49+09:00
K0348,건강,48,혈당스파이크증상,세부 검색어,8480,8480,5674,387,수집결과 내 집계,85.80303003958333,90.49277726797861,75.0,85.04934820018525,90,네이버 검색광고 API,1690,6790,높음,7,2026-09-12T08:34:49+09:00
K0349,건강,49,마그네슘부족증상,세부 검색어,8970,8970,11505,481,수집결과 내 집계,81.61361801308047,81.47138184206632,75.0,80.24822355916012,240,네이버 검색광고 API,740,8230,높음,10,2026-09-12T08:34:49+09:00
K0350,건강,50,혈당수치,세부 검색어,8330,8330,143734,940,이상(하한),50.5866614884183,83.82886719634797,75.0,65.44199090311355,658,네이버 검색광고 API,1110,7220,높음,10,2026-09-12T08:34:49+09:00
K0351,건강,51,당화혈색소낮추기,세부 검색어,7870,7870,2136,53,수집결과 내 집계,85.5979405207106,95.02377544531475,50.0,81.30610289394973,207,네이버 검색광고 API,1100,6770,높음,10,2026-09-12T08:34:49+09:00
K0352,건강,52,혈압높을때증상,세부 검색어,8290,8290,1900,43,수집결과 내 집계,85.35636967499866,95.74557622119461,75.0,86.40185770385771,65,네이버 검색광고 API,580,7710,높음,10,2026-09-12T08:34:49+09:00
K0353,건강,53,고혈압에좋은음식,세부 검색어,7520,7520,24862,245,수집결과 내 집계,69.83665179718868,86.54001311012922,50.0,70.8803298316331,524,네이버 검색광고 API,850,6670,높음,10,2026-09-12T08:34:49+09:00
K0354,건강,54,지방간원인,세부 검색어,7360,7360,11482,343,수집결과 내 집계,78.6428291896336,97.8081972372731,75.0,83.66387376599873,124,네이버 검색광고 API,570,6790,높음,3,2026-09-12T08:34:49+09:00
K0355,건강,55,역류성식도염좋은음식,세부 검색어,6650,6650,8824,126,수집결과 내 집계,81.43600777673082,88.39310549168202,50.0,77.23593553587001,339,네이버 검색광고 API,820,5830,높음,10,2026-09-12T08:34:49+09:00
K0356,건강,56,비타민D효능,세부 검색어,6230,6230,24559,325,수집결과 내 집계,66.93149549407926,96.93865066041494,62.5,75.0473429451641,418,네이버 검색광고 API,1020,5210,높음,10,2026-09-12T08:34:49+09:00
K0357,건강,57,고혈압원인,세부 검색어,6570,6570,75122,536,수집결과 내 집계,53.135878496911175,91.23205172630779,75.0,68.93755476634792,570,네이버 검색광고 API,600,5970,높음,10,2026-09-12T08:34:49+09:00
K0358,건강,58,콜레스테롤높은이유,세부 검색어,6260,6260,2866,88,수집결과 내 집계,83.81990573372795,86.33865328275165,62.5,80.31154885168947,236,네이버 검색광고 API,660,5600,높음,7,2026-09-12T08:34:49+09:00
K0359,건강,59,허리디스크치료,세부 검색어,5620,5620,152005,985,이상(하한),44.31718617529424,86.76972835354474,50.0,58.189511593710534,822,네이버 검색광고 API,720,4900,높음,10,2026-09-12T08:34:49+09:00
K0360,건강,60,기립성저혈압치료,세부 검색어,5360,5360,2174,44,수집결과 내 집계,83.45884361062764,90.23719993970406,50.0,78.80058178722504,291,네이버 검색광고 API,520,4840,높음,7,2026-09-12T08:34:49+09:00
K0361,건강,61,걷기운동효과,세부 검색어,4950,4950,27289,616,수집결과 내 집계,60.67780575295432,86.79896122373756,62.5,68.87859124359844,572,네이버 검색광고 API,510,4440,중간,6,2026-09-12T08:34:49+09:00
